latitude,longitude,measured_on,depth level (cm),maximum temp (deg C),minimum temp (deg C),average temp (deg C)
38.9376,-77.0447,01-10-2014,5,20.3,12.2,15.5
38.9376,-77.0447,01-10-2014,10,19.6,12.5,15.4
38.9376,-77.0447,01-10-2014,50,18.2,14.8,16.4
38.9376,-77.0447,01-11-2014,5,14.1,3,8.8
38.9376,-77.0447,01-11-2014,10,13.7,4,9
38.9376,-77.0447,01-11-2014,50,14.9,8.8,11.7
38.9376,-77.0447,01-12-2014,5,10.8,2.6,6.5
38.9376,-77.0447,01-12-2014,10,10.2,3.4,6.5
38.9376,-77.0447,01-12-2014,50,10,7.2,8.6
38.9376,-77.0447,01-01-2015,5,9.3,0.4,2.8
38.9376,-77.0447,01-01-2015,10,8.3,0.8,2.8
38.9376,-77.0447,01-01-2015,50,7.9,4.3,5.5
38.9376,-77.0447,01-02-2015,5,5.5,-0.2,1
38.9376,-77.0447,01-02-2015,10,4.3,0.1,1.1
38.9376,-77.0447,01-02-2015,50,7.2,2.7,3.6
38.9376,-77.0447,01-03-2015,5,14.1,0.4,5.2
38.9376,-77.0447,01-03-2015,10,11.6,0.6,4.7
38.9376,-77.0447,01-03-2015,50,7.4,2.8,5.1
38.9376,-77.0447,01-04-2015,5,19.5,5.3,12.5
38.9376,-77.0447,01-04-2015,10,17.1,6,11.7
38.9376,-77.0447,01-04-2015,50,12.8,6.7,10.4
38.9376,-77.0447,01-05-2015,5,22.4,12.1,17.9
38.9376,-77.0447,01-05-2015,10,21.1,12.2,17.2
38.9376,-77.0447,01-05-2015,50,17.4,11.7,14.9
38.9376,-77.0447,01-06-2015,5,24.7,15.6,20.9
38.9376,-77.0447,01-06-2015,10,23.8,15.4,20.3
38.9376,-77.0447,01-06-2015,50,20,16,18.4
38.9376,-77.0447,01-07-2015,5,25.6,19.7,22.4
38.9376,-77.0447,01-07-2015,10,24.4,19.6,21.9
38.9376,-77.0447,01-07-2015,50,21.3,19.1,20.2
38.9376,-77.0447,01-08-2015,5,25.4,18.7,22.3
38.9376,-77.0447,01-08-2015,10,24.1,19,21.8
38.9376,-77.0447,01-08-2015,50,21.4,20,20.8
38.9376,-77.0447,01-09-2015,5,25.4,16.4,20.4
38.9376,-77.0447,01-09-2015,10,24.2,17,20
38.9376,-77.0447,01-09-2015,50,21.3,18.6,19.7
38.9376,-77.0447,01-10-2015,5,21.8,8.8,14.3
38.9376,-77.0447,01-10-2015,10,21.3,9.7,14.3
38.9376,-77.0447,01-10-2015,50,19.5,14.3,16.1
38.9376,-77.0447,01-11-2015,5,18.3,7.7,12.1
38.9376,-77.0447,01-11-2015,10,17.4,8.3,12
38.9376,-77.0447,01-11-2015,50,15.7,11.6,13.7
38.9376,-77.0447,01-12-2015,5,15.1,6.7,10.5
38.9376,-77.0447,01-12-2015,10,14.4,7.2,10.4
38.9376,-77.0447,01-12-2015,50,12.9,10.3,11.6
38.9376,-77.0447,01-01-2016,5,11.7,1.4,5
38.9376,-77.0447,01-01-2016,10,11.5,1.8,5.2
38.9376,-77.0447,01-01-2016,50,12.3,5.7,8
38.9376,-77.0447,01-02-2016,5,9.6,0.7,4.4
38.9376,-77.0447,01-02-2016,10,8.3,1.1,4.3
38.9376,-77.0447,01-02-2016,50,7.1,4.4,5.8
38.9376,-77.0447,01-03-2016,5,16.5,4.9,10.1
38.9376,-77.0447,01-03-2016,10,14.6,5.2,9.4
38.9376,-77.0447,01-03-2016,50,10.9,6.6,9.1
38.9376,-77.0447,01-04-2016,5,18.4,5.1,12
38.9376,-77.0447,01-04-2016,10,16.6,6.2,11.6
38.9376,-77.0447,01-04-2016,50,13.7,9.6,11.5
38.9376,-77.0447,01-05-2016,5,21.1,11.1,14.6
38.9376,-77.0447,01-05-2016,10,19.8,11.4,14.2
38.9376,-77.0447,01-05-2016,50,16.5,12.6,13.5
38.9376,-77.0447,01-06-2016,5,23.7,-8.6,19.7
38.9376,-77.0447,01-06-2016,10,22.4,-8.6,19.1
38.9376,-77.0447,01-06-2016,50,19.3,-9.1,17.4
38.9376,-77.0447,01-07-2016,5,28.2,19.4,23.8
38.9376,-77.0447,01-07-2016,10,26.1,19.3,22.8
38.9376,-77.0447,01-07-2016,50,22.1,18.9,20.6
38.9376,-77.0447,01-08-2016,5,27.8,20.4,24.2
38.9376,-77.0447,01-08-2016,10,26.3,20.5,23.5
38.9376,-77.0447,01-08-2016,50,22.7,21.2,22
38.9376,-77.0447,01-09-2016,5,26.9,17.6,21.9
38.9376,-77.0447,01-09-2016,10,25.6,17.9,21.5
38.9376,-77.0447,01-09-2016,50,22.4,19.4,21.1
38.9376,-77.0447,01-10-2016,5,21.1,10.8,15.9
38.9376,-77.0447,01-10-2016,10,20.1,11.7,15.8
38.9376,-77.0447,01-10-2016,50,19.4,15,17.3
38.9376,-77.0447,01-11-2016,5,17.6,6.4,11.2
38.9376,-77.0447,01-11-2016,10,16.8,7.2,11.3
38.9376,-77.0447,01-11-2016,50,16,11.6,13.7
38.9376,-77.0447,01-12-2016,5,14.1,1.8,6.6
38.9376,-77.0447,01-12-2016,10,13.7,2.6,6.8
38.9376,-77.0447,01-12-2016,50,13,7.4,9.4
38.9376,-77.0447,01-01-2017,5,10.7,0.6,5.8
38.9376,-77.0447,01-01-2017,10,9.3,1,5.7
38.9376,-77.0447,01-01-2017,50,8.8,5.2,7.6
38.9376,-77.0447,01-02-2017,5,15.8,-15.8,6.8
38.9376,-77.0447,01-02-2017,10,14,-15.7,6.3
38.9376,-77.0447,01-02-2017,50,10.6,-15.4,7.3
38.9376,-77.0447,01-03-2017,5,17.4,1.7,8
38.9376,-77.0447,01-03-2017,10,14.9,2.1,7.4
38.9376,-77.0447,01-03-2017,50,11.2,5.6,8.3
38.9376,-77.0447,01-04-2017,5,20.9,7,14.9
38.9376,-77.0447,01-04-2017,10,19.4,7.9,14.1
38.9376,-77.0447,01-04-2017,50,15.5,10.2,12.8
38.9376,-77.0447,01-05-2017,5,21.9,11.6,16
38.9376,-77.0447,01-05-2017,10,20.3,11.9,15.5
38.9376,-77.0447,01-05-2017,50,16.4,13.3,14.9
38.9376,-77.0447,01-06-2017,5,24.3,15.3,20.6
38.9376,-77.0447,01-06-2017,10,23.1,15.6,19.9
38.9376,-77.0447,01-06-2017,50,19.7,15.9,18.1
38.9376,-77.0447,01-07-2017,5,27.4,19.4,23.5
38.9376,-77.0447,01-07-2017,10,25.6,19.7,22.8
38.9376,-77.0447,01-07-2017,50,21.9,19,20.7
38.9376,-77.0447,01-09-2017,5,23.5,15.3,19.6
38.9376,-77.0447,01-09-2017,10,22.5,15.8,19.3
38.9376,-77.0447,01-09-2017,50,20.4,18,19.3
38.9376,-77.0447,01-10-2017,5,23.2,10.9,17.1
38.9376,-77.0447,01-10-2017,10,22.3,11.7,16.9
38.9376,-77.0447,01-10-2017,50,20.1,15.3,17.9
38.9376,-77.0447,01-11-2017,5,17.2,6,10.3
38.9376,-77.0447,01-11-2017,10,16.5,6.7,10.4
38.9376,-77.0447,01-11-2017,50,15.9,10.7,12.9
38.9376,-77.0447,01-04-2018,5,19,5.3,10.4
38.9376,-77.0447,01-04-2018,10,16.6,6.2,9.7
38.9376,-77.0447,01-04-2018,50,12.2,8.3,9.6
38.9376,-77.0447,01-05-2018,5,21.4,10.9,18.1
38.9376,-77.0447,01-05-2018,10,20.6,10.6,17.3
38.9376,-77.0447,01-05-2018,50,17.7,11.7,15.3
38.9376,-77.0447,01-06-2018,5,23.9,16.6,20.3
38.9376,-77.0447,01-06-2018,10,22.9,16.7,19.8
38.9376,-77.0447,01-06-2018,50,19.6,17.2,18.3
38.9376,-77.0447,01-07-2018,5,26.2,19.1,22.8
38.9376,-77.0447,01-07-2018,10,24.5,19.4,22.1
38.9376,-77.0447,01-07-2018,50,21.3,19.6,20.5
38.9376,-77.0447,01-08-2018,5,25.8,19.7,23.3
38.9376,-77.0447,01-08-2018,10,24.7,19.8,22.8
38.9376,-77.0447,01-08-2018,50,22.3,20.7,21.6
38.9376,-77.0447,01-09-2018,5,26.1,17.4,21.8
38.9376,-77.0447,01-09-2018,10,25.2,17.8,21.5
38.9376,-77.0447,01-09-2018,50,22.8,19.5,21.3
38.9376,-77.0447,01-10-2018,5,23.1,10,16.3
38.9376,-77.0447,01-10-2018,10,22.6,10.7,16.2
38.9376,-77.0447,01-10-2018,50,21,14.2,17.8
38.9376,-77.0447,01-11-2018,5,17.1,3.6,9.4
38.9376,-77.0447,01-11-2018,10,16.4,4.2,9.5
38.9376,-77.0447,01-11-2018,50,15.3,8.9,12.2
38.9376,-77.0447,01-12-2018,5,11.5,-10.5,6.1
38.9376,-77.0447,01-12-2018,10,10.7,-10.4,6.1
38.9376,-77.0447,01-12-2018,50,9.6,-9.6,8.2
38.9376,-77.0447,01-01-2019,5,9.6,0.4,4.5
38.9376,-77.0447,01-01-2019,10,9.2,0.7,4.5
38.9376,-77.0447,01-01-2019,50,8.8,4.5,6.8
38.9376,-77.0447,01-02-2019,5,8.4,0.4,4.2
38.9376,-77.0447,01-02-2019,10,7.8,0.5,4
38.9376,-77.0447,01-02-2019,50,6.8,3.8,5.5
38.9376,-77.0447,01-03-2019,5,14.2,1.4,6.6
38.9376,-77.0447,01-03-2019,10,12.9,1.6,6.2
38.9376,-77.0447,01-03-2019,50,9.2,4.8,6.8
38.9376,-77.0447,01-04-2019,5,18.6,5.9,13.9
38.9376,-77.0447,01-04-2019,10,16.7,6.4,13.1
38.9376,-77.0447,01-04-2019,50,13.9,8.5,12
38.9376,-77.0447,01-05-2019,5,22.7,12.3,17.4
38.9376,-77.0447,01-05-2019,10,21.5,12.4,16.7
38.9376,-77.0447,01-05-2019,50,18,13.2,15.2
38.9376,-77.0447,01-06-2019,5,24.4,15.5,20.9
38.9376,-77.0447,01-06-2019,10,23.2,16,20.2
38.9376,-77.0447,01-06-2019,50,19.9,17.1,18.4
38.9376,-77.0447,01-07-2019,5,27.4,20.1,23.5
38.9376,-77.0447,01-07-2019,10,26.1,20.2,22.9
38.9376,-77.0447,01-07-2019,50,22.4,19.7,21
38.9376,-77.0447,01-08-2019,5,26.6,19.1,22.9
38.9376,-77.0447,01-08-2019,10,25.1,19.3,22.4
38.9376,-77.0447,01-08-2019,50,22.2,20.2,21.4
38.9376,-77.0447,01-09-2019,5,25.1,16.4,21.6
38.9376,-77.0447,01-09-2019,10,23.8,17.2,21.1
38.9376,-77.0447,01-09-2019,50,21.3,19.6,20.5
38.9376,-77.0447,01-10-2019,5,24.6,12.1,16.9
38.9376,-77.0447,01-10-2019,10,23.4,12.6,16.7
38.9376,-77.0447,01-10-2019,50,20.9,15.7,17.9
38.9376,-77.0447,01-11-2019,5,18.8,6.6,9.6
38.9376,-77.0447,01-11-2019,10,18.3,7,9.7
38.9376,-77.0447,01-11-2019,50,16.8,10.5,12.6
38.9376,-77.0447,01-12-2019,5,11.4,1.7,6
38.9376,-77.0447,01-12-2019,10,10.2,2.4,6.1
38.9376,-77.0447,01-12-2019,50,10.5,6.7,8.5
38.9376,-77.0447,01-01-2020,5,13.3,1.4,6.1
38.9376,-77.0447,01-01-2020,10,12.1,2.1,6.1
38.9376,-77.0447,01-01-2020,50,9.5,5.6,7.9
38.9376,-77.0447,01-02-2020,5,9.9,2.6,6.4
38.9376,-77.0447,01-02-2020,10,9.3,3.3,6.2
38.9376,-77.0447,01-02-2020,50,8.4,6.6,7.4
30.5453,-88.0939,01-03-2006,10,29.2,4.7,15.5
39.6828,-86.805,01-11-2004,10,14.3,4.9,9.5
40.0915,-82.9197,01-05-2002,10,22,7.7,14.3
40.0915,-82.9197,01-06-2002,10,26.3,16.2,21.5
40.0915,-82.9197,01-10-2004,10,20.1,8.2,14.1
40.0915,-82.9197,01-04-2005,10,18.6,4.4,11.6
30.3699,-88.1664,01-01-2003,10,18.6,2.6,10.9
41.3975,-90.8994,01-05-2002,10,19.8,9.7,14.4
41.3975,-90.8994,01-01-2003,10,4.6,-5.8,-1.3
41.3975,-90.8994,01-02-2003,10,0.2,-6.5,-1.8
41.3975,-90.8994,01-10-2003,10,20.9,6.7,13.3
41.3975,-90.8994,01-11-2003,10,13.7,0.9,6.3
41.3975,-90.8994,01-03-2004,10,15.9,0.8,5.6
41.3975,-90.8994,01-05-2004,10,25.5,7.1,17.5
41.3975,-90.8994,01-03-2005,10,9.9,0.7,3.9
41.3975,-90.8994,01-04-2005,10,21.3,6.1,13.7
41.3975,-90.8994,01-05-2005,10,23.4,5.6,15.7
39.5003,-86.0838,01-11-2002,10,14.8,4,8.7
39.5003,-86.0838,01-01-2003,10,4.9,-1.8,1.4
39.5003,-86.0838,01-04-2003,10,17,5.6,11.6
39.5003,-86.0838,01-08-2003,10,26.7,21.5,24.1
39.5003,-86.0838,01-09-2003,10,24.4,13.9,20.3
39.5003,-86.0838,01-10-2003,10,18.6,10.4,14
39.5003,-86.0838,01-11-2003,10,16.4,5.6,11
39.5003,-86.0838,01-12-2003,10,7.6,1.9,4.2
39.5003,-86.0838,01-02-2004,10,4.4,0.1,1
39.5003,-86.0838,01-04-2004,10,17.5,6.8,12.3
39.5003,-86.0838,01-08-2004,10,25.4,17.8,21.4
39.5003,-86.0838,01-09-2004,10,26.2,16.7,22
39.5003,-86.0838,01-10-2004,10,20.2,10.9,15.7
39.5003,-86.0838,01-02-2005,10,9,0.9,3.6
39.5003,-86.0838,01-03-2005,10,13.6,1.6,4.7
39.5003,-86.0838,01-09-2005,10,25.6,16.5,22.5
39.5003,-86.0838,01-10-2005,10,22.1,9.1,16.8
39.5003,-86.0838,01-11-2005,10,15.2,3.2,9.6
39.5003,-86.0838,01-01-2006,10,8.4,2.4,5.1
39.5003,-86.0838,01-02-2006,10,9.4,0.6,3.2
39.5003,-86.0838,01-03-2006,10,13.7,2.2,6.1
39.5003,-86.0838,01-04-2006,10,20,7.2,14
39.5003,-86.0838,01-09-2006,10,22.1,15.1,19.4
39.5003,-86.0838,01-10-2006,10,19.4,7.7,12.7
39.5003,-86.0838,01-03-2007,10,18.5,0.2,7.5
39.5003,-86.0838,01-04-2007,10,19.6,4.1,11.4
39.5003,-86.0838,01-09-2007,10,27.5,19.4,23.5
39.5003,-86.0838,01-11-2007,10,13.8,-0.6,9.2
62.6545,-159.5329,01-09-2014,10,8.2,-3.2,6.5
62.6545,-159.5329,01-10-2014,10,4.9,-1.7,0.3
62.6545,-159.5329,01-11-2015,10,-0.1,-2.2,-0.9
62.6545,-159.5329,01-12-2015,10,-1.1,-4.3,-2.8
62.6545,-159.5329,01-01-2016,10,-0.8,-8.7,-4.2
62.6545,-159.5329,01-02-2016,10,-2.7,-6.7,-4.9
62.6545,-159.5329,01-03-2016,10,-2.6,-8.9,-5.4
62.6545,-159.5329,01-04-2016,10,-0.3,-4.6,-1.1
62.6545,-159.5329,01-05-2016,10,3.3,-0.9,0.5
62.6545,-159.5329,01-06-2016,10,8.1,2.9,4.9
62.6545,-159.5329,01-07-2016,10,9.9,7.6,8.8
62.6545,-159.5329,01-08-2016,10,13.6,9.6,11.4
62.6545,-159.5329,01-09-2016,10,11.4,6.1,8.6
62.6545,-159.5329,01-10-2016,10,6.9,-0.9,2.6
62.6545,-159.5329,01-11-2016,10,0.4,-6.3,-1.8
40.8494,-73.9314,01-05-2005,10,44.7,10.3,14
40.8494,-73.9314,01-06-2005,10,26.6,14.2,19.4
36.1155,-80.32,01-10-2002,5,23.2,10.2,16.6
36.1155,-80.32,01-10-2002,10,22.5,10.2,16.1
36.1155,-80.32,01-10-2002,50,20.6,13.7,17.5
43.08141,-77.51126,01-10-2003,10,17.7,7.3,11.7
43.08141,-77.51126,01-11-2003,10,13.7,3.6,8.2
43.08141,-77.51126,01-01-2004,10,8.1,0.3,1.8
43.08141,-77.51126,01-03-2004,10,13.2,0.6,4.3
43.08141,-77.51126,01-04-2004,10,14.7,5.2,10.2
43.08141,-77.51126,01-10-2004,10,19.5,10.4,14.2
43.08141,-77.51126,01-03-2005,10,6.5,0.6,2
43.08141,-77.51126,01-05-2005,10,20.3,8.3,15.4
43.08141,-77.51126,01-01-2006,10,9.2,4.8,6.5
43.08141,-77.51126,01-05-2006,10,26.3,12,17.7
39.94182,-80.75352,01-10-2013,10,26.7,4,15.8
39.8232,-85.9888,01-09-2004,10,26.1,17,22
39.8232,-85.9888,01-10-2004,10,21.1,12,16.1
39.8232,-85.9888,01-11-2004,10,16.1,5.8,10.5
39.8232,-85.9888,01-02-2005,10,8,-0.2,2.5
39.8232,-85.9888,01-04-2005,10,18.7,6.2,12.1
36.5197,-119.5463,01-03-2016,10,31.8,10.4,20.1
36.5197,-119.5463,01-10-2016,10,35.3,12.8,23.6
44.0083,-123.031044,01-10-2014,10,27.7,12,16.2
44.0083,-123.031044,01-11-2014,10,15.9,2.5,9.3
44.0079,-123.032697,01-01-2015,5,9.4,2.8,7.2
44.0079,-123.032697,01-01-2015,10,8.3,5,7.3
44.0079,-123.032697,01-01-2015,50,8.9,6.7,8.2
44.0079,-123.032697,01-03-2015,5,13.3,6.1,10.2
44.0079,-123.032697,01-03-2015,10,11.7,7.2,9.7
44.0079,-123.032697,01-03-2015,50,11.7,8.3,10.3
44.0079,-123.032697,01-04-2015,5,15,9.4,11.8
44.0079,-123.032697,01-04-2015,10,13.3,10,11.5
44.0079,-123.032697,01-04-2015,50,13.3,11.1,12.1
44.0079,-123.032697,01-05-2015,5,18.9,12.8,15.2
44.0079,-123.032697,01-05-2015,10,16.7,12.8,14.3
44.0079,-123.032697,01-05-2015,50,16.1,13.3,14.6
40.825,-81.2583,01-10-2003,10,16.4,1.2,10.9
40.825,-81.2583,01-12-2003,10,5.6,1.3,2.8
40.825,-81.2583,01-01-2004,10,9.2,-0.2,1.2
40.825,-81.2583,01-02-2004,10,0.4,-1.8,0
40.825,-81.2583,01-03-2004,10,14.9,0,4.1
40.825,-81.2583,01-04-2004,10,19.1,3.1,11.4
40.825,-81.2583,01-05-2004,10,24.1,9.2,17.8
44.7166,-122.6927,01-12-2002,10,12.3,4.5,8
44.7166,-122.6927,01-01-2003,10,14.5,3.6,9.1
44.7166,-122.6927,01-03-2003,10,18.8,5.3,11
44.7166,-122.6927,01-04-2003,10,18.9,7.4,13
44.7166,-122.6927,01-05-2003,10,28,5.8,16.9
44.7166,-122.6927,01-07-2003,10,31,17.8,23.3
44.7166,-122.6927,01-09-2003,10,28.5,5.7,19.1
44.7166,-122.6927,01-10-2003,10,21.4,5,13.3
44.7166,-122.6927,01-01-2004,10,30.2,4.7,12.4
44.7166,-122.6927,01-02-2004,10,15,0.2,8.4
44.7166,-122.6927,01-05-2004,10,24.9,11.9,17.5
44.7166,-122.6927,01-07-2004,10,32.4,17.4,24.5
44.7166,-122.6927,01-10-2004,10,23,4.4,13.4
44.7166,-122.6927,01-01-2005,10,15.9,-3.1,7.2
44.7166,-122.6927,01-04-2005,10,24.9,5.8,12.8
44.7166,-122.6927,01-05-2005,10,27.1,3.9,16.9
44.7166,-122.6927,01-08-2005,10,33.9,7.1,21.9
44.7166,-122.6927,01-10-2005,10,18.3,10.1,14.8
44.7166,-122.6927,01-01-2006,10,14.9,3.1,8
44.7166,-122.6927,01-04-2006,10,17.6,8.1,12
44.7166,-122.6927,01-07-2006,10,29.2,15.7,22.5
44.7166,-122.6927,01-10-2006,10,18,4.4,12.6
44.7166,-122.6927,01-11-2006,10,36.3,3.5,10.4
44.7166,-122.6927,01-04-2007,10,20.4,6.8,12.9
44.7166,-122.6927,01-02-2008,10,11,3.6,6.9
44.7166,-122.6927,01-09-2008,10,27.4,11.3,19.7
44.7166,-122.6927,01-01-2009,10,12.3,2.9,6
44.7166,-122.6927,01-01-2010,10,16.4,3.6,9.6
44.7166,-122.6927,01-04-2010,10,20.3,6.1,12.6
44.7166,-122.6927,01-10-2011,10,21.3,10.4,16.7
44.7166,-122.6927,01-01-2012,10,12.7,4.4,8.4
44.7166,-122.6927,01-05-2012,10,24.5,13,18.3
44.7166,-122.6927,01-10-2012,10,22.5,10.3,17.8
44.7166,-122.6927,01-01-2013,10,12.8,2.6,7.6
44.7166,-122.6927,01-02-2013,10,18,-0.7,9.2
44.7166,-122.6927,01-04-2013,10,24.5,0.5,15.3
44.7166,-122.6927,01-05-2013,10,32.3,6.3,18.6
44.7166,-122.6927,01-09-2013,10,30.1,11.3,21
44.7166,-122.6927,01-10-2013,10,27.3,1.8,14.9
44.7166,-122.6927,01-11-2013,10,17.7,7.4,13.2
44.7166,-122.6927,01-03-2015,10,19.2,4.9,14.8
44.7166,-122.6927,01-04-2015,10,23.2,-0.8,15.3
44.7166,-122.6927,01-10-2015,10,31.5,4.1,19.6
44.7166,-122.6927,01-03-2016,10,20.6,11.6,15.1
44.7166,-122.6927,01-05-2016,10,30.1,3.2,20.9
44.7166,-122.6927,01-01-2017,10,7.8,2.8,5.1
44.7166,-122.6927,01-03-2017,10,13.7,4.4,10.6
44.7166,-122.6927,01-05-2017,10,22.8,14.8,18.4
44.7166,-122.6927,01-10-2017,10,21.4,13.6,17.3
44.7166,-122.6927,01-03-2019,10,27,2.8,13.3
44.7166,-122.6927,01-04-2019,10,24.4,17.7,20.6
44.7166,-122.6927,01-10-2019,10,26.6,2.7,21
44.7166,-122.6927,01-01-2020,10,20.7,15.2,18.2
30.4185,-87.7425,01-11-2012,10,23.2,12.3,17.6
62.95292,-155.59642,01-10-2008,10,3.4,-5.1,-0.7
32.1133,-110.79,01-01-2002,5,18.3,1.2,11
32.1133,-110.79,01-01-2002,50,15.6,11.4,14
32.1133,-110.79,01-02-2002,5,23.6,1.6,13.2
32.1133,-110.79,01-02-2002,50,18.3,10.2,14.5
40.61058,-82.38267,01-01-2017,10,6.9,-1.3,1.5
41.87442,-83.39143,01-09-2005,10,29.1,14.9,22.7
41.87442,-83.39143,01-11-2010,10,12.6,2.2,6.8
41.87442,-83.39143,01-12-2010,10,8.5,-1.6,0.7
41.92,-83.438,01-04-2005,10,19.7,3.7,10.5
41.92,-83.438,01-05-2005,10,21.3,5.2,14.6
41.92,-83.438,01-09-2005,10,29.7,15.3,22.1
38.1814,-83.4305,01-04-2004,10,23.8,8.3,17.3
38.1814,-83.4305,01-05-2004,10,29.8,17.6,25
30.6962,-88.0532,01-05-2002,10,30.8,17.7,25.3
30.6962,-88.0532,01-06-2002,10,33.3,22.1,28
30.6962,-88.0532,01-07-2002,10,32.4,24.4,28.8
30.6962,-88.0532,01-08-2002,10,31,26.4,28.5
30.6962,-88.0532,01-09-2002,10,30.3,24.1,27.8
30.6962,-88.0532,01-10-2002,10,28.9,12.6,24.9
30.6962,-88.0532,01-11-2002,10,22.8,12.8,18.1
30.6962,-88.0532,01-12-2002,10,18.3,11.5,14
30.6962,-88.0532,01-01-2003,10,15.1,7.7,11.3
30.6962,-88.0532,01-02-2003,10,17.4,3.9,13.3
30.6962,-88.0532,01-03-2003,10,20.2,13.6,17.4
30.6962,-88.0532,01-04-2003,10,25.9,15.7,20.6
30.6962,-88.0532,01-05-2003,10,26.7,21.2,24.6
30.6962,-88.0532,01-06-2003,10,28.9,23.6,26.8
30.6962,-88.0532,01-07-2003,10,29.2,25.6,27.3
30.6962,-88.0532,01-08-2003,10,31.3,24.3,28.6
30.6962,-88.0532,01-09-2003,10,31.8,23.6,28.1
30.6962,-88.0532,01-10-2003,10,27,20.6,24.1
30.6962,-88.0532,01-11-2003,10,25.4,14.7,20.9
30.6962,-88.0532,01-12-2003,10,18.5,12.2,14.6
30.6962,-88.0532,01-01-2004,10,20,10.8,14.2
30.6962,-88.0532,01-02-2004,10,16.8,11,13.5
30.6962,-88.0532,01-03-2004,10,20.9,15.2,18.1
30.6962,-88.0532,01-04-2004,10,24.1,17.1,20.4
30.6962,-88.0532,01-05-2004,10,29.7,20,24.8
30.6962,-88.0532,01-06-2004,10,30,20.1,27.3
30.6962,-88.0532,01-07-2004,10,30.6,26.9,29
30.6962,-88.0532,01-08-2004,10,31,25.1,28.6
30.6962,-88.0532,01-09-2004,10,29.8,21.6,27.5
30.6962,-88.0532,01-10-2004,10,27.6,21,25.5
30.6962,-88.0532,01-11-2004,10,26.6,17.9,21.9
30.6962,-88.0532,01-12-2004,10,21.6,9.9,15.8
30.6962,-88.0532,01-01-2005,10,20.4,10.8,16
30.6962,-88.0532,01-02-2005,10,20.5,11.9,15.9
30.6962,-88.0532,01-03-2005,10,21.5,12.8,17
30.6962,-88.0532,01-04-2005,10,24.4,16,20.5
30.6962,-88.0532,01-05-2005,10,28.1,19.1,24.1
30.6962,-88.0532,01-06-2005,10,30.5,24.1,27.8
30.6962,-88.0532,01-07-2005,10,31.6,25.2,29.1
30.6962,-88.0532,01-08-2005,10,31.1,25.4,29.2
30.6962,-88.0532,01-09-2005,10,29.8,21.5,27.9
30.6962,-88.0532,01-10-2005,10,29.4,13.9,23.7
30.6962,-88.0532,01-11-2005,10,24.2,14.6,19.9
30.6962,-88.0532,01-12-2005,10,20.1,8.8,14.4
30.6962,-88.0532,01-01-2006,10,20.6,12.1,16.1
30.6962,-88.0532,01-02-2006,10,18.7,6.9,14.8
30.6962,-88.0532,01-03-2006,10,22.6,13.1,18
30.6962,-88.0532,01-04-2006,10,30.1,13.9,22.5
30.6962,-88.0532,01-05-2006,10,29.1,13.8,24.6
30.6962,-88.0532,01-06-2006,10,30.4,24.4,27.8
30.6962,-88.0532,01-07-2006,10,31.5,26.5,29.3
30.6962,-88.0532,01-08-2006,10,31.4,27,29.6
30.6962,-88.0532,01-09-2006,10,31.2,22.2,27.8
30.6962,-88.0532,01-10-2006,10,28.8,17.8,24
30.6962,-88.0532,01-11-2006,10,23.3,12.8,18.1
30.6962,-88.0532,01-12-2006,10,21.4,10.8,15.5
30.6962,-88.0532,01-01-2007,10,19.9,10.9,15.2
30.6962,-88.0532,01-02-2007,10,18.4,9.9,14.1
30.6962,-88.0532,01-03-2007,10,23,10.9,18.2
30.6962,-88.0532,01-04-2007,10,25.8,13.9,21
30.6962,-88.0532,01-05-2007,10,28.3,21.3,25.3
30.6962,-88.0532,01-06-2007,10,31,24.4,28
30.6962,-88.0532,01-08-2007,10,33.1,27.5,30.9
30.6962,-88.0532,01-09-2007,10,31.2,25.9,28.6
30.6962,-88.0532,01-10-2007,10,28.9,19.4,25
30.6962,-88.0532,01-11-2007,10,23.1,16,19.9
30.6962,-88.0532,01-12-2007,10,22.8,11.7,18
30.6962,-88.0532,01-01-2008,10,19.5,8.8,13.7
30.6962,-88.0532,01-02-2008,10,19.9,6.3,16.1
30.6962,-88.0532,01-03-2008,10,21.7,13.9,17.8
30.6962,-88.0532,01-04-2008,10,24.5,16.8,21.3
30.6962,-88.0532,01-05-2008,10,28.4,13.9,24.4
30.6962,-88.0532,01-07-2008,10,31.7,27.2,29.7
30.6962,-88.0532,01-08-2008,10,31.3,17.1,28.5
30.6962,-88.0532,01-09-2008,10,30.6,21.8,27.4
30.6962,-88.0532,01-10-2008,10,28.4,17.3,23.7
30.6962,-88.0532,01-11-2008,10,22.8,14.2,18.4
30.6962,-88.0532,01-12-2008,10,21.1,12.9,17
40.7808,-74.602264,01-11-2016,10,16.4,4,9.8
40.7808,-74.602264,01-01-2017,10,10.2,1,3.8
40.7808,-74.602264,01-04-2017,10,25.2,5.2,14.9
40.7808,-74.602264,01-09-2017,10,28.9,16.4,23.2
40.7808,-74.602264,01-10-2017,10,25.9,9.9,18.4
40.7808,-74.602264,01-11-2017,10,19.3,4.3,9.2
40.7808,-74.602264,01-02-2018,10,16.6,1.2,5.5
40.7808,-74.602264,01-03-2018,10,13.7,2.5,4.8
40.7808,-74.602264,01-05-2018,10,29.6,12,20.3
40.7808,-74.602264,01-09-2018,10,29.5,11,23.5
40.7808,-74.602264,01-01-2019,10,9.8,-2.5,2.7
40.7808,-74.602264,01-04-2019,10,23.4,4.3,14.3
